step,Gt,Sm_avg,Sm_std,Sm_cls_avg,Sm_task_avg,TaskHead_Sm_task,TaskAccuracy,Rm_avg,Rm_std,lambda_max_est,gamma_t,noise_std,module_loss_avg,meta_loss,cls_norm,cls_density,TaskAcc_Recent
25900,222.31295776367188,222.3129687309265,256.67420572732254,194.4706585407257,27.842309951782227,111.3692398071289,0.0,-21.415386199951172,0.14521791690210184,,0.14178773760795593,0.010000000000000002,17354.96142578125,0.0,69.03951263427734,0.048828125,0.0
26000,7357.68212890625,7357.6820640563965,11509.848421787416,542.0437021255493,6815.63818359375,27262.552734375,0.0,320.158203125,5.757495814482161,-103.61625671386719,0.13835427165031433,0.010000000000000002,-257702.97265625,1018.043212890625,98.80525207519531,0.048828125,0.0
26100,954.4312744140625,954.4313201904297,450.515125012936,771.0529222488403,183.37840270996094,733.5136108398438,0.0,32.204925537109375,3.131690014049665,,0.13808301091194153,0.010000000000000002,-26055.150390625,0.0,91.80975341796875,0.048828125,0.01
26200,8017.0009765625,8017.000732421875,11302.211601400433,1135.531310558319,6881.46923828125,27525.876953125,0.0,-65.7781982421875,2.956061107072769,,0.1381828635931015,0.010000000000000002,53212.3369140625,0.0,90.88124084472656,0.048828125,0.0
26300,2200.75634765625,2200.756492614746,1421.0343016382467,1146.3764562606812,1054.3800048828125,4217.52001953125,0.0,56.88226318359375,0.3696145693620209,,0.13813431560993195,0.010000000000000002,-45608.21875,0.0,89.73133087158203,0.048828125,0.0
26400,1333.4901123046875,1333.4900970458984,1485.8668171670886,1303.665192604065,29.824905395507812,119.29962158203125,0.0,-263.7248229980469,0.38702454060817143,,0.13815277814865112,0.010000000000000002,210849.609375,0.0,99.95498657226562,0.048828125,0.0
26500,3428.310546875,3428.310619354248,3853.8315862412037,1030.6755833625793,2397.635009765625,9590.5400390625,0.0,8.02532958984375,9.343572446442268,,0.13808079063892365,0.010000000000000002,-6414.0887451171875,0.0,99.33708190917969,0.048828125,0.0
26600,1149.7088623046875,1149.7088298797607,1624.984057854857,1058.5717463493347,91.1370849609375,364.54833984375,0.0,8.236541748046875,8.639978962978176,,0.13808058202266693,0.010000000000000002,-6714.6021728515625,0.0,98.07003021240234,0.048828125,0.0
26700,1801.4510498046875,1801.451005935669,1800.2537664973872,733.4392213821411,1068.0118408203125,4272.04736328125,0.0,23.03839111328125,0.3162524650217569,,0.13851284980773926,0.010000000000000002,-18670.6708984375,0.0,98.10343933105469,0.048828125,0.0
26800,906.9033203125,906.9033088684082,1139.8705112922398,821.5285835266113,85.37472534179688,341.4989013671875,0.0,26.116729736328125,8.539375827907211,,0.1377493143081665,0.010000000000000002,-21177.14501953125,0.0,97.0351333618164,0.048828125,0.0
26900,3411.21630859375,3411.216323852539,3665.1131162890797,1120.8321781158447,2290.384033203125,9161.5361328125,0.0,13.43536376953125,6.4491799637583,,0.13776689767837524,0.010000000000000002,-10624.947021484375,0.0,95.87400817871094,0.048828125,0.0
27000,4332.36328125,4332.36336517334,4763.211553140891,1379.028060913086,2953.335205078125,11813.3408203125,0.0,3.9622802734375,8.220129712227338,-103.61625671386719,0.13773131370544434,0.010000000000000002,-3191.401412963867,599.4459838867188,96.65284729003906,0.048828125,0.0
27100,1927.2508544921875,1927.2508735656738,2043.5051023702342,1413.8178057670593,513.4330444335938,2053.732177734375,0.0,3.371246337890625,8.069263681083388,,0.13755127787590027,0.010000000000000002,-2743.153762817383,0.0,96.42154693603516,0.048828125,0.0
27200,1639.9248046875,1639.9247722625732,2226.5557891284,1502.4018411636353,137.52293395996094,550.0917358398438,0.0,2.499603271484375,6.382406019492533,,0.13755127787590027,0.010000000000000002,-1913.2176513671875,0.0,95.25157165527344,0.048828125,0.0
27300,2403.15625,2403.156145095825,2188.670535685975,1466.5202989578247,936.6358642578125,3746.54345703125,0.0,1.97064208984375,6.731550738274042,,0.13757018744945526,0.010000000000000002,-1578.1614685058594,0.0,94.73515319824219,0.048828125,0.01
27400,3461.8134765625,3461.813516139984,3926.3117989734924,1037.0213875770569,2424.792236328125,9699.1689453125,0.0,-25.8499755859375,0.27321689425931955,,0.1375633031129837,0.010000000000000002,20835.97119140625,0.0,98.52378845214844,0.048828125,0.01
27500,1341.017822265625,1341.0178995132446,1274.4632515543049,808.537516117096,532.4804077148438,2129.921630859375,0.0,-20.677032470703125,0.3216189325929173,,0.13641312718391418,0.010000000000000002,16604.830810546875,0.0,96.94890594482422,0.048828125,0.01
27600,2371.44287109375,2371.44295501709,2096.5018613547436,1352.9660015106201,1018.4769287109375,4073.90771484375,0.0,-1.89300537109375,2.854382452485212,,0.13640755414962769,0.010000000000000002,1556.0222778320312,0.0,95.2344741821289,0.048828125,0.0
27700,533.770751953125,533.7707939147949,754.3338160518449,522.9247951507568,10.845998764038086,43.383995056152344,0.0,-24.898956298828125,0.2808788635670862,,0.1364057958126068,0.010000000000000002,20353.9150390625,0.0,96.56243896484375,0.048828125,0.01
27800,3632.18994140625,3632.1898288726807,3727.8225098767293,1295.1445441246033,2337.045166015625,9348.1806640625,0.0,6.7664794921875,6.396120889833731,,0.1364033967256546,0.010000000000000002,-5421.895812988281,0.0,94.77727508544922,0.048828125,0.01
27900,2430.045166015625,2430.045129299164,3542.52185320647,306.5078835487366,2123.537353515625,8494.1494140625,0.0,618.66796875,2.5339190516278154,,0.1364658772945404,0.010000000000000002,-498823.3984375,0.0,90.6138916015625,0.048828125,0.0
28000,664.1806640625,664.1806707382202,589.796533773343,335.0840048789978,329.0966796875,1316.38671875,0.0,-13.357772827148438,0.14135551368993493,-103.61625671386719,0.13627824187278748,0.010000000000000002,10784.456787109375,91.89913177490234,96.7804946899414,0.048828125,0.0
28100,566.6640014648438,566.6639833450317,623.1744331794338,176.97733879089355,389.6866455078125,1558.74658203125,0.0,-9.924240112304688,0.49067985457133056,,0.12623795866966248,0.010000000000000002,8017.8885498046875,0.0,95.29710388183594,0.048828125,0.01
28200,4250.64013671875,4250.64005279541,5047.73519740517,1059.9475655555725,3190.6923828125,12762.76953125,0.0,-15.630126953125,6.27539423904766,,0.10129808634519577,0.010000000000000002,12593.681030273438,0.0,92.01266479492188,0.048828125,0.01
28300,3400.201904296875,3400.20200920105,5531.789960184301,160.04018592834473,3240.161865234375,12960.6474609375,0.0,-20.50848388671875,0.48221396394621063,,0.10317424684762955,0.010000000000000002,16742.47412109375,0.0,92.50684356689453,0.048828125,0.02
28400,5097.62353515625,5097.623435974121,6730.063684402788,937.0190749168396,4160.6044921875,16642.41796875,0.0,-136.0601806640625,8.615342499498336,,0.10099726170301437,0.010000000000000002,111896.306640625,0.0,97.2437744140625,0.048828125,0.0
28500,673.0652465820312,673.0652279853821,742.7113990852973,220.77301740646362,452.2922058105469,1809.1688232421875,0.0,745.1474304199219,3.43651564589883,,0.10098884254693985,0.010000000000000002,-604354.28125,0.0,97.92739868164062,0.048828125,0.01
28600,925.2847290039062,925.2847290039062,766.2543274751216,792.8774743080139,132.40725708007812,529.6290283203125,0.0,-623.7428131103516,0.4413028641856609,,0.10097932815551758,0.010000000000000002,502619.4140625,0.0,98.04824829101562,0.048828125,0.0
28700,1749.168701171875,1749.1686515808105,1873.789263853783,567.7655649185181,1181.403076171875,4725.6123046875,0.0,-57.402099609375,0.3318811526150267,,0.1008651927113533,0.010000000000000002,45564.4130859375,0.0,98.04442596435547,0.048828125,0.01
28800,266.1282958984375,266.12828636169434,242.51866474630344,117.89842319488525,148.2298583984375,592.91943359375,0.0,2.0281906127929688,0.5659517171895568,,0.10101895034313202,0.010000000000000002,-1636.9576721191406,0.0,98.53084564208984,0.048828125,0.0
28900,4410.4853515625,4410.485527038574,5599.963648559688,906.9491448402405,3503.536376953125,14014.1455078125,0.0,-215.0997314453125,4.322954944264949,,0.10071641206741333,0.010000000000000002,173211.31640625,0.0,89.44794464111328,0.048828125,0.0
29000,3676.466796875,3676.4666748046875,4060.3372903454115,1028.0869879722595,2648.379638671875,10593.5185546875,0.0,-430.60540771484375,7.943538671017183,-103.61625671386719,0.10057181119918823,0.010000000000000002,352233.5078125,508.693115234375,95.27410125732422,0.048828125,0.01
29100,790.157470703125,790.1574420928955,784.9025686443218,267.0020389556885,523.1553955078125,2092.62158203125,0.0,-2.742340087890625,0.2502052593264045,,0.10033782571554184,0.010000000000000002,2185.2879943847656,0.0,98.04776763916016,0.048828125,0.02
29200,3260.6806640625,3260.680708885193,5118.057852547422,235.28335857391357,3025.3974609375,12101.58984375,0.0,4.31512451171875,0.44183397668527014,,0.10028557479381561,0.010000000000000002,-3506.9264526367188,0.0,98.16242980957031,0.048828125,0.0
29300,420.3917541503906,420.3917512893677,349.15579953584836,180.5982904434204,239.79345703125,959.173828125,0.0,-5.537300109863281,0.21681181256387708,,0.10052955150604248,0.010000000000000002,4466.03466796875,0.0,99.20233154296875,0.048828125,0.01
29400,703.2816162109375,703.2816162109375,416.05292039040773,605.7599477767944,97.52166748046875,390.086669921875,0.0,-0.2278594970703125,2.1212507805273337,,0.09998948127031326,0.010000000000000002,182.56675720214844,0.0,88.83411407470703,0.048828125,0.01
29500,686.7576293945312,686.7576370239258,1042.864415939164,66.74399542808533,620.013671875,2480.0546875,0.0,-6.516204833984375,0.10959130849286006,,0.09920968860387802,0.010000000000000002,5238.4091796875,0.0,50.73091125488281,0.048828125,0.0
29600,846.3995361328125,846.3994789123535,660.8266785577224,810.5587339401245,35.84074401855469,143.36297607421875,0.0,-5.4290313720703125,1.9722090286769993,,0.09921303391456604,0.010000000000000002,4415.510894775391,0.0,88.75765991210938,0.048828125,0.0
29700,1645.72021484375,1645.72021484375,873.0870320433849,1019.6350107192993,626.085205078125,2504.3408203125,0.0,27.562957763671875,1.158352063510924,,0.09914757311344147,0.010000000000000002,-22651.115234375,0.0,89.56060791015625,0.048828125,0.0
29800,6411.1669921875,6411.166885375977,8848.3345758483,988.8248760700226,5422.341796875,21689.3671875,0.0,10.1556396484375,0.6775211031642953,,0.0991557240486145,0.010000000000000002,-8255.804321289062,0.0,86.7391586303711,0.048828125,0.0
29900,2414.13671875,2414.1367797851562,2167.8914879471495,894.0649647712708,1520.07177734375,6080.287109375,0.0,272.7340087890625,0.334098640214139,,0.09912607073783875,0.010000000000000002,-219852.9921875,0.0,86.05638122558594,0.048828125,0.0
30000,7045.7861328125,7045.785957336426,10610.581671054906,700.2524671554565,6345.53369140625,25382.134765625,0.0,-12.067626953125,0.3443051969813489,-103.61625671386719,0.09912526607513428,0.010000000000000002,9784.2802734375,974.8878173828125,97.03242492675781,0.048828125,0.0
30100,6282.802734375,6282.803009033203,8385.152001453862,1098.126214981079,5184.6767578125,20738.70703125,0.0,-351.4461669921875,1.3178090564645704,,0.15378165245056152,0.010000000000000002,280072.2890625,0.0,96.59178161621094,0.048828125,0.0
30200,6787.845703125,6787.845550537109,8893.53372763888,1251.6135249137878,5536.23193359375,22144.927734375,0.0,279.4052734375,0.6620513980654522,,0.15330563485622406,0.010000000000000002,-224453.2109375,0.0,83.24960327148438,0.048828125,0.0
30300,6572.51318359375,6572.51308631897,10592.913727865152,349.17472743988037,6223.33837890625,24893.353515625,0.0,713.6810302734375,0.15465894300637076,,0.1532554030418396,0.010000000000000002,-568538.546875,0.0,98.88478088378906,0.048828125,0.0
30400,3479.142578125,3479.1426010131836,3444.9456663809033,1190.0739922523499,2289.068603515625,9156.2744140625,0.0,-472.83917236328125,0.7526148547279294,,0.15315410494804382,0.010000000000000002,378804.3046875,0.0,99.70637512207031,0.048828125,0.01
30500,1557.8353271484375,1557.8353595733643,954.8279592671358,1165.3836450576782,392.45172119140625,1569.806884765625,0.0,0.975494384765625,1.9784726016289609,,0.15248551964759827,0.010000000000000002,-782.8279418945312,0.0,88.98574829101562,0.048828125,0.0
30600,2931.920166015625,2931.9202222824097,2464.414287729252,1223.443645477295,1708.4765625,6833.90625,0.0,-20.9307861328125,0.11161426112771829,,0.1524796187877655,0.010000000000000002,16841.33642578125,0.0,91.63388061523438,0.048828125,0.0
30700,1344.2261962890625,1344.226219177246,1007.8417753579814,1170.3631210327148,173.86309814453125,695.452392578125,0.0,-20.21722412109375,1.1113890059678058,,0.1523558646440506,0.010000000000000002,16392.281982421875,0.0,90.38558197021484,0.048828125,0.0
30800,6240.25927734375,6240.2594165802,8848.343960181319,873.567850112915,5366.69140625,21466.765625,0.0,-1.1927490234375,1.201046095054427,,0.1523328721523285,0.010000000000000002,968.2593841552734,0.0,98.9113998413086,0.048828125,0.01
30900,1490.816650390625,1490.8166236877441,961.1185564920514,1169.3108639717102,321.5057678222656,1286.0230712890625,0.0,8.816162109375,1.5038697894742272,,0.15206511318683624,0.010000000000000002,-7168.0010986328125,0.0,90.58319854736328,0.048828125,0.0
31000,1479.486572265625,1479.4865808486938,2217.217308427575,155.87547779083252,1323.611083984375,5294.4443359375,0.0,1485.1400146484375,1.3403149157266867,-103.61625671386719,0.1520593762397766,0.010000000000000002,-1197927.3125,204.70864868164062,98.55156707763672,0.048828125,0.0
31100,354.7147216796875,354.71471309661865,550.6344159169287,29.476325750350952,325.2383728027344,1300.9534912109375,0.0,-1.5576629638671875,0.18810288601962744,,0.1086512878537178,0.010000000000000002,1258.4169006347656,0.0,53.86802673339844,0.048828125,0.01
31200,123.4915771484375,123.4915828704834,142.82838805210326,123.278564453125,0.21301855146884918,0.8520742058753967,0.0,-23.08514976501465,0.6638548727675114,,0.09962760657072067,0.010000000000000002,18606.126953125,0.0,99.822509765625,0.048828125,0.0
31300,2152.086181640625,2152.086144924164,3561.1686425160724,77.37297677993774,2074.713134765625,8298.8525390625,0.0,-4.21063232421875,0.7206373184678104,,0.09466557949781418,0.010000000000000002,3412.05615234375,0.0,99.67440032958984,0.048828125,0.0
31400,4850.25732421875,4850.257166862488,7937.809274400354,207.9424524307251,4642.31494140625,18569.259765625,0.0,-1.065185546875,0.05963081664177909,,0.09556899964809418,0.010000000000000002,846.3259735107422,0.0,99.90222930908203,0.048828125,0.01
31500,4157.04931640625,4157.049353599548,6674.526126870603,236.63548231124878,3920.413818359375,15681.6552734375,0.0,-1.8126220703125,0.0002114319833458102,,0.09304338693618774,0.010000000000000002,1458.291015625,0.0,99.88848114013672,0.048828125,0.01
31600,1188.5325927734375,1188.5325946807861,1375.7087227672573,343.5927014350891,844.9398803710938,3379.759521484375,0.0,-4.157958984375,0.26541774742549196,,0.09373775124549866,0.010000000000000002,3367.5870971679688,0.0,99.90080261230469,0.048828125,0.0
31700,1716.369140625,1716.3692269325256,2256.2305089879974,341.7568793296814,1374.6123046875,5498.44921875,0.0,-18.002899169921875,0.16637991878219424,,0.09364941716194153,0.010000000000000002,14487.36669921875,0.0,99.91899871826172,0.048828125,0.0
31800,2286.076171875,2286.0762939453125,1722.9059159337385,1084.5496377944946,1201.526611328125,4806.1064453125,0.0,8.552978515625,3.210246557068848,,0.09303491562604904,0.010000000000000002,-6863.4573974609375,0.0,89.39857482910156,0.048828125,0.0
31900,5770.88427734375,5770.884181976318,7270.567664625461,1224.5507168769836,4546.33349609375,18185.333984375,0.0,4.8843994140625,4.371689707242606,,0.09303677827119827,0.010000000000000002,-3975.3797607421875,0.0,91.62427520751953,0.048828125,0.0
32000,8798.4677734375,8798.46814918518,13053.266467051399,970.9099893569946,7827.55810546875,31310.232421875,0.0,165.259765625,3.9742864604121433,-103.61625671386719,0.09303271770477295,0.010000000000000002,-132445.033203125,1217.3970947265625,94.79497528076172,0.048828125,0.0
32100,1215.168701171875,1215.168752670288,1078.1230297829752,961.1522631645203,254.01649475097656,1016.0659790039062,0.0,-8.609100341796875,0.17850278760215296,,0.09296653419733047,0.010000000000000002,6994.02587890625,0.0,99.07854461669922,0.048828125,0.0
32200,670.94775390625,670.9477882385254,835.1006843450901,666.8198356628418,4.127952575683594,16.511810302734375,0.0,-40.468963623046875,0.5949580512503703,,0.09287703782320023,0.010000000000000002,32895.9267578125,0.0,99.16915893554688,0.048828125,0.01
32300,168.84799194335938,168.84798431396484,110.47314939172074,89.46970748901367,79.3782730102539,317.5130920410156,0.0,1072.2192077636719,8.8423783732232,,0.09151755273342133,0.010000000000000002,-854235.53125,0.0,96.7542495727539,0.048828125,0.02
32400,1201.776611328125,1201.7766675949097,1273.2246803960188,1022.5056657791138,179.27099609375,717.083984375,0.0,118.09771728515625,3.9003854459289795,,0.091435506939888,0.010000000000000002,-93785.58203125,0.0,95.34132385253906,0.048828125,0.0
32500,2689.150390625,2689.1502990722656,2676.7063004390584,1133.0283994674683,1556.1219482421875,6224.48779296875,0.0,-371.86932373046875,1.4993553899963041,,0.09064114093780518,0.010000000000000002,295783.4296875,0.0,99.16960906982422,0.048828125,0.0
32600,1704.4852294921875,1704.4852313995361,1169.0428957623426,1023.3007650375366,681.1844482421875,2724.73779296875,0.0,-19.210357666015625,0.18483921172422688,,0.09057758748531342,0.010000000000000002,15487.94970703125,0.0,98.69489288330078,0.048828125,0.0
32700,3929.338623046875,3929.3385620117188,3849.7281473335415,1464.4036798477173,2464.934814453125,9859.7392578125,0.0,-143.07415771484375,2.425452361332575,,0.09055998921394348,0.010000000000000002,114876.45703125,0.0,94.9411849975586,0.048828125,0.0
32800,2143.27783203125,2143.2779579162598,2614.7265650039826,494.00050258636475,1649.2774658203125,6597.10986328125,0.0,-387.91583251953125,1.8640844295439638,,0.09032747149467468,0.010000000000000002,318478.46875,0.0,98.59725952148438,0.048828125,0.0
32900,1295.9459228515625,1295.9460000991821,1390.3272047012588,1222.611937046051,73.33406066894531,293.33624267578125,0.0,-6.9268798828125,4.735777780079161,,0.09006692469120026,0.010000000000000002,5592.868225097656,0.0,93.48222351074219,0.048828125,0.0
33000,4893.0439453125,4893.044109344482,5182.651698804481,1574.50439119339,3318.539794921875,13274.1591796875,0.0,-540.8275146484375,0.5590371859359703,-103.61625671386719,0.09007692337036133,0.010000000000000002,437152.2109375,677.0244140625,99.83525848388672,0.048828125,0.0
33100,4226.6396484375,4226.639410018921,6477.832842574116,377.2735233306885,3849.365966796875,15397.4638671875,0.0,1123.439453125,5.3052815033112255,,0.08998393267393112,0.010000000000000002,-901297.828125,0.0,98.818115234375,0.048828125,0.0
33200,1492.1119384765625,1492.111967086792,2255.7808557928497,148.86520385742188,1343.2467041015625,5372.98681640625,0.0,1103.29833984375,9.215036791226332,,0.0899767056107521,0.010000000000000002,-876825.484375,0.0,96.98238372802734,0.048828125,0.0
33300,3112.795654296875,3112.795718193054,3535.0975866366302,848.604621887207,2264.191162109375,9056.7646484375,0.0,8.1168212890625,0.7304292861967567,,0.08997955173254013,0.010000000000000002,-6461.6480712890625,0.0,98.38450622558594,0.048828125,0.0
33400,6009.365234375,6009.3650913238525,9286.133854755284,500.6454095840454,5508.7197265625,22034.87890625,0.0,-10.208251953125,0.42865511241833365,,0.08996166288852692,0.010000000000000002,8388.405517578125,0.0,98.74597930908203,0.048828125,0.01
33500,3867.07080078125,3867.070899963379,3943.5766629242394,1288.1643114089966,2578.906494140625,10315.6259765625,0.0,-217.42132568359375,1.8336603398415516,,0.08996336162090302,0.010000000000000002,173778.140625,0.0,93.95674133300781,0.048828125,0.0
33600,2000.291748046875,2000.2917098999023,1346.244983321885,1191.9065084457397,808.3851928710938,3233.540771484375,0.0,-492.6424865722656,1.0782213146442186,,0.08995412290096283,0.010000000000000002,400426.828125,0.0,99.75445556640625,0.048828125,0.0
33700,237.4081268310547,237.40812397003174,255.67759449698397,73.6231164932251,163.78500366210938,655.1400146484375,0.0,1468.8410949707031,4.2583045984606915,,0.08990088850259781,0.010000000000000002,-1196406.59375,0.0,91.90440368652344,0.048828125,0.02
33800,3429.025390625,3429.0254411697388,5621.810567512298,143.78703451156616,3285.238525390625,13140.9541015625,0.0,4.98516845703125,0.3191641891072494,,0.08972647041082382,0.010000000000000002,-3960.6969604492188,0.0,99.87692260742188,0.048828125,0.0
33900,1584.0924072265625,1584.0924320220947,2259.429421010824,223.39514350891113,1360.697265625,5442.7890625,0.0,-7.443359375,0.11361300461361463,,0.0895976796746254,0.010000000000000002,6072.5723876953125,0.0,99.8690185546875,0.048828125,0.0
34000,1746.645263671875,1746.6452655792236,2401.4801461772918,287.61875200271606,1459.0264892578125,5836.10595703125,0.0,-29.026763916015625,0.07859400992796065,-103.61625671386719,0.0899035856127739,0.010000000000000002,23739.7822265625,241.6739044189453,99.93903350830078,0.048828125,0.03
34100,4071.375,4071.3750882148743,4973.826993985902,933.9938416481018,3137.38134765625,12549.525390625,0.0,-11.0147705078125,5.407680263021223,,0.08943347632884979,0.010000000000000002,8944.210845947266,0.0,90.79296875,0.048828125,0.0
34200,2361.92822265625,2361.928059577942,1643.3280942245046,1201.5330877304077,1160.39501953125,4641.580078125,0.0,-16.2281494140625,4.1351054038015915,,0.08942488580942154,0.010000000000000002,12916.495361328125,0.0,87.79356384277344,0.048828125,0.0
34300,3070.89208984375,3070.892021179199,2622.884166219154,1249.7820310592651,1821.1099853515625,7284.43994140625,0.0,-15.01568603515625,1.7622054954346655,,0.08942458033561707,0.010000000000000002,12204.76123046875,0.0,91.26174926757812,0.048828125,0.02
34400,1493.204345703125,1493.204369544983,1128.1829460425213,704.6940984725952,788.51025390625,3154.041015625,0.0,5.37994384765625,0.251791281062478,,0.08947896957397461,0.010000000000000002,-4347.2879638671875,0.0,98.69097137451172,0.048828125,0.0
34500,1129.1986083984375,1129.1985712051392,832.1610349200295,551.5916633605957,577.60693359375,2310.427734375,0.0,-16.451507568359375,0.2062646487662053,,0.08946780860424042,0.010000000000000002,13321.232177734375,0.0,98.9241943359375,0.048828125,0.01
34600,3006.19091796875,3006.190972805023,3878.6376515164748,599.0969338417053,2407.093994140625,9628.3759765625,0.0,-41.0489501953125,0.30083943089164167,,0.08955314755439758,0.010000000000000002,33709.140625,0.0,99.88937377929688,0.048828125,0.0
34700,878.08935546875,878.0893425941467,631.3299304746565,477.14129543304443,400.94805908203125,1603.792236328125,0.0,2.7696075439453125,0.2834614574385392,,0.08960814774036407,0.010000000000000002,-2268.2449340820312,0.0,99.2204818725586,0.048828125,0.0
34800,3145.53662109375,3145.536500930786,4705.541085462409,330.5152759552002,2815.021240234375,11260.0849609375,0.0,-44.2540283203125,0.2136182686407576,,0.08945697546005249,0.010000000000000002,35269.6357421875,0.0,99.27996063232422,0.048828125,0.0
34900,1074.43017578125,1074.4302263259888,1242.6721008842037,281.1451187133789,793.2850952148438,3173.140380859375,0.0,-3.101806640625,0.0968930750566159,,0.08938267827033997,0.010000000000000002,2532.3220825195312,0.0,97.59354400634766,0.048828125,0.0
35000,2334.57177734375,2334.5717306137085,3393.927505089024,294.91053342819214,2039.6612548828125,8158.64501953125,0.0,-19.60003662109375,0.004057346155913148,-103.61625671386719,0.08965452760457993,0.010000000000000002,15666.6337890625,323.0221862792969,99.9493408203125,0.048828125,0.0
35100,766.0847778320312,766.084794998169,670.6352483620658,431.4403009414673,334.6445007324219,1338.5780029296875,0.0,2.3985748291015625,0.7177745162216177,,0.151247039437294,0.010000000000000002,-1940.67724609375,0.0,99.92643737792969,0.048828125,0.0
35200,1810.223876953125,1810.2238693237305,2298.34134047943,393.5384554862976,1416.6854248046875,5666.74169921875,0.0,30.24609375,0.2726328864375833,,0.15047794580459595,0.010000000000000002,-24531.77392578125,0.0,99.9460678100586,0.048828125,0.0
35300,7241.49267578125,7241.492474555969,11407.610254227531,499.4379463195801,6742.0546875,26968.21875,0.0,84.775146484375,1.932610448639519,,0.14903323352336884,0.010000000000000002,-68911.8759765625,0.0,90.85067749023438,0.048828125,0.0
35400,2174.7685546875,2174.768500804901,3057.1725684626686,320.6786789894104,1854.08984375,7416.359375,0.0,85.38909912109375,0.09697522162878994,,0.14891675114631653,0.010000000000000002,-68827.232421875,0.0,98.24986267089844,0.048828125,0.0
35500,5907.39111328125,5907.391021728516,9111.288444486816,494.75777435302734,5412.63330078125,21650.533203125,0.0,203.95703125,8.743957633497397,,0.14650653302669525,0.010000000000000002,-166025.97265625,0.0,96.60102081298828,0.048828125,0.0
35600,1567.514404296875,1567.5143823623657,2218.975132054573,224.82516622543335,1342.689208984375,5370.7568359375,0.0,8.43182373046875,0.05691465321210064,,0.14436453580856323,0.010000000000000002,-6762.2694091796875,0.0,99.87273406982422,0.048828125,0.0
35700,1615.0201416015625,1615.0201787948608,2634.151008372246,75.17590713500977,1539.84423828125,6159.376953125,0.0,-5.266265869140625,0.7180430022884305,,0.1238938570022583,0.010000000000000002,4238.0250244140625,0.0,92.99729919433594,0.048828125,0.0
35800,1035.1396484375,1035.1396942138672,860.1558855566732,586.1723213195801,448.9673767089844,1795.8695068359375,0.0,157.69461059570312,0.21190510348530353,,0.09550105780363083,0.010000000000000002,-128837.265625,0.0,96.85295867919922,0.048828125,0.0
35900,6098.435546875,6098.435680389404,9196.044117110923,611.9070138931274,5486.52880859375,21946.115234375,0.0,-42.2950439453125,8.045817410310734,,0.09552615135908127,0.010000000000000002,34837.4462890625,0.0,99.93549346923828,0.048828125,0.01
36000,8271.5029296875,8271.502506256104,13016.020511945508,581.4215211868286,7690.0810546875,30760.32421875,0.0,44.050048828125,6.974537328018421,-103.61625671386719,0.0955008715391159,0.010000000000000002,-35455.13818359375,1144.4837646484375,99.915771484375,0.048828125,0.0
36100,2516.197509765625,2516.197600364685,4140.766472827037,99.41940689086914,2416.778076171875,9667.1123046875,0.0,0.3465576171875,0.6754107148517933,,0.09540519118309021,0.010000000000000002,-287.59654235839844,0.0,98.13033294677734,0.048828125,0.0
36200,1145.5223388671875,1145.5223426818848,990.5726932774788,624.9460134506226,520.5763549804688,2082.305419921875,0.0,44.8258056640625,6.804569245547068,,0.09188766032457352,0.010000000000000002,-36184.1806640625,0.0,97.44688415527344,0.048828125,0.0
36300,2506.27587890625,2506.2758407592773,2927.9844460781105,670.5726180076599,1835.7032470703125,7342.81298828125,0.0,-39.944580078125,5.730469709524999,,0.09188766777515411,0.010000000000000002,31833.80322265625,0.0,97.0500259399414,0.048828125,0.0
36400,862.638671875,862.6386270523071,1167.4188429048645,861.1106910705566,1.5279359817504883,6.111743927001953,0.0,-66.97903442382812,5.803747442025732,,0.09188278019428253,0.010000000000000002,54064.611328125,0.0,95.8156967163086,0.048828125,0.01
36500,993.2321166992188,993.2321701049805,1213.9195992261346,954.9519367218018,38.280235290527344,153.12094116210938,0.0,4.5174407958984375,3.669051845887092,,0.09188272058963776,0.010000000000000002,-3689.2674865722656,0.0,95.0771713256836,0.048828125,0.02
36600,7230.748046875,7230.748329162598,10177.106613232883,1048.495177268982,6182.2529296875,24729.01171875,0.0,18.94384765625,1.4511851005927021,,0.09188272058963776,0.010000000000000002,-15312.68505859375,0.0,93.62931823730469,0.048828125,0.0
36700,1848.5458984375,1848.5459060668945,1343.2691757147588,1193.6500434875488,654.8958740234375,2619.58349609375,0.0,-36.71221923828125,0.4123243024561334,,0.09188272058963776,0.010000000000000002,29747.7978515625,0.0,96.36726379394531,0.048828125,0.01
36800,3279.34814453125,3279.3481369018555,3710.079528117863,963.7290115356445,2315.619140625,9262.4765625,0.0,-54.64117431640625,0.4607370999691277,,0.09190592169761658,0.010000000000000002,44084.482421875,0.0,99.09771728515625,0.048828125,0.0
36900,1044.62109375,1044.6211490631104,1396.9389618632126,1030.0011825561523,14.619966506958008,58.47986602783203,0.0,109.63375854492188,11.457018417618814,,0.09160038083791733,0.010000000000000002,-89347.365234375,0.0,95.32181549072266,0.048828125,0.01
37000,7934.60546875,7934.60521364212,11670.601325742808,930.5482006072998,7004.05712890625,28016.228515625,0.0,36.503662109375,1.9897186689300577,-103.61625671386719,0.09160824120044708,0.010000000000000002,-29326.77294921875,1097.8690185546875,99.81758880615234,0.048828125,0.0
